id_restaurant,name,operator,brand,opening_hours,wheelchair,vegetarian,vegan,delivery,takeaway,internet_access,stars,capacity,drive_through,wikidata,brand_wikidata,siret,phone,website,facebook,smoking,com_insee,com_nom,region,code_region,departement,code_departement,commune,code_commune,latitude,longitude
117,"La Boîte à Pizza",,"La Boîte à Pizza","Mo-Su 11:00-14:00,18:00-23:00",,,,1,1,,,,,,Q3206840,84990709200019,,http://www.laboiteapizza.fr,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.914669199958,1.899311
118,"Ban Thai",,,,0,,,,,,,,,,,,+33238687205,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90606919996,1.9057466
119,"Royal Food",,,"Mo-Sa 11:00-23:00; Su 12:00-23:00",,,,,,,,,,,,79150233900017,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901562199961,1.9014313
120,"Asian Street",,,,,,,,,,,,,,,,"+33 238705417",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.902588999961,1.9024536
121,"Latino Café",,,,,,,,,,,,,,,45040995800011,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.902570799961,1.8968266
122,Osare,,,"Mo-We 12:00-15:00; Th,Fr 12:00-15:00,19:00-23:00",1,,,,,,,,,,,87757359200012,"+33 673507240",https://www.osare-etc.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.903570599961,1.9080305
123,Djaam,,,,,,,,,,,,,,,,"+33 238681071",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901218799961,1.9031592
124,"Aux Fines Gueules",,,"Mo-Tu 08:30-19:00; Th-Fr 08:30-22:00; Sa 09:00-19:00",0,,,,,,,,,,,,"+332 38 62 46 91",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.903652899961,1.903619
125,Moog,,,"Mo-Su 17:00-03:00",1,,,,,,,,,,,53143086600016,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899831099961,1.9077667
126,Madeleine,,,"Mo-Th 11:30-14:30,18:30-22:30; Fr 11:30-14:30,18:30-23:00; Sa,Su 11:30-23:00",,,,,,,,,,,,,"+33 238513131",https://brasseriemadeleine-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.873773899968,1.9123764
127,Bosphorus,,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.839195499976,1.9351176
128,"C' Dubs",,,,,,,1,1,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.842278709245,1.9246036735242
129,"Ikizlere Ali Baba",,,"Mo-Sa 11:30-22:00",,,,,1,,,,0,,,48745345800019,"+33 2 38 53 85 49",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.909788199959,1.9008241
130,"Mon thé cristaux",,,"Mo-Sa 14:00-02:00, Su 16:00-02:00",0,,,,,,,,,,,81856638200011,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900261499961,1.9114432
131,"Le Patio",,,,,,,,,,,,,,,50485382100016,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899433899962,1.8785061
132,"Club 211",,,"Mo-Su 14:00-01:00",1,,,,,,,,,,,53915947500018,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900090399961,1.9091197
133,"Hôtel de l'Abeille",,,"Mo-Su 10:30-19:00",0,,,,,,3,,,,,,"+33 238535487",https://hotel-abeille.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90566389996,1.9051471
134,"Bio Burger",,,"Mo-Su 11:00-23:00",0,,,,,,,,,,,92748988000025,"+332 59 16 02 04",https://www.bioburger.fr/restaurant-bio/orleans-chatelet/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900503099961,1.9062301
135,"Chez Fa",,,"Tu 12:00-14:00,We 19:30-22:00,Th-Sa 12:00-14:00; Su 18:15-22:00",,,,,,,,,,,,83299684700014,"+33 6 28 53 70 28",https://www.chez-fa.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900449099961,1.9126633
136,Bogota,,,"Mo-Sa 17:00-01:00",1,,,,,,,,,,,,"+33 6 70 04 58 72",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899508499962,1.9067662
137,V&B,,,"Mo 15:00-21:00; Tu,We 10:00-14:00,15:00-21:00; Th 10:00-14:00,15:00-21:30; Fr 10:00-21:30; Sa 10:00-21:00",,,,,,,,,,,,,"+33 2 38 54 17 39",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898408799962,1.9062222
138,"J'M Bar",,,"Tu-Su 17:00-01:00",1,,,,,,,,,,,92856012700013,"+332 38 83 24 83",https://jmbarorleans.wixsite.com/website,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900007899961,1.9082521
139,Diners'pizz,,,"Tu-Sa 18:00-23:00",,,,,,,,,,,,,+33238149713,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.886728399965,1.9051434
140,"Comptoir Studio 16",,,"Mo-Th 09:00-14:30,18:00-22:30; Fr 09:00-22:30",,,,,1,,,,,,,90021089900010,"+332 38 42 73 93",https://comptoirorleans.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90436079996,1.9029851
141,"Chicken Spot",,,,,,,,,,,,0,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.831992199977,1.9286945
142,"Volpone Ristorante",,,"Mo-Sa 12:00-14:30,19:00-23:30; Su 12:00-15:00,19:00-23:30",,,,,,,,,,,,91498839900020,"+33 2 38 53 51 83",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899544899962,1.9065307
143,"Le Lutétia",,,"Mo-Sa 08:00-20:00,Su 08:30-19:30",1,,,,,,,,,,,81540731700016,"+332 38 53 39 63",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901853799961,1.9085023
144,Subway,,Subway,"Mo-Su 09:30-21:30",1,,,,1,,,,,,Q244457,51323384100016,"+33 2 38 21 84 30",https://restaurants.subway.com/france/orleans/5-avenue-de-paris,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90770209996,1.9037334
145,McDonald's,,McDonald's,"Mo-Th 08:00-23:00; Fr-Sa 08:00-24:00; Su 08:00-23:00",1,,,0,1,wlan,,,,,Q38076,,"+33 2 38 81 05 98",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90636889996,1.9042957
146,Yensabai,,,,,,,,,,,,,,,84366784100012,,https://www.speedrabbitpizza.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.894283199963,1.9011563
147,"Le Fournil de Coligny",,,,1,,,,,,,,,,,82873772600012,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.916278299958,1.9006242
148,"Pizza Spot",,,,0,,,,,,,,,,,,+33603341750,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900371699961,1.9128628
149,"Le Phare St Louis",,,"Tu 11:45-14:00; We-Fr 11:45-14:00,18:45-21:30; Sa 11:45-14:15,18:45-22:00; Su 11:45-14:00",0,,,,,,,,,,,,"+33 2 18 88 94 32",https://lepharestlouis.com/orleans/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901239499961,1.905286
150,Bes-tea,,,"Mo-Sa 11:30-19:00; Su 12:00-19:00",,,,,,,,,,,,92098393900017,+33611187444,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900223899961,1.9054497
151,"Le Bannier",,,"Mo-Fr 07:00-21:00; Sa 07:00-15:30",1,,,,,yes,2,,,,,48486213100014,"+33 238 53 25 86",,,0,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.908380099959,1.9009428
152,"Funny Boy Kebab",,,"Mo-Su 11:30-15:00,17:00-01:00",,,,,,,,,,,,43046814000016,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900082599961,1.9079626
153,JŌŌSĒ,,,"Mo-Sa 10:00-19:00",,,,,,,,,,,,91003594800017,"+33 9 88 52 78 86",https://www.instagram.com/joose_club/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900026699961,1.9052374
154,"Histoire de pains",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901386399961,1.9023229
155,"Le Club Café",,,"Mo-Sa 08:30-19:00; Su 11:00-18:00",,,,,,,,,,,,88200666100012,,https://www.clubcafe.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899985399961,1.9064846
156,K&JI,,,"Tu-Fr 11:30-14:00,18:30-22:00; Sa 11:30-14:30,18:30-22:00",,,,,,,,,,,,91978986700018,"+33 660366957",https://kandji-food.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900381599961,1.9118051
157,Quick,,Quick,,1,,,0,1,,,,,,Q286494,47986409200024,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90699259996,1.9047974
158,"New China",,,"Mo-Sa 10:30-21:30",,,,,,,,,,,,40124901600031,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90515819996,1.9047877
159,"Restaurant Universitaire Le Lac",,,"Mo-Fr 11:30-13:30",,,,,,,,,,,,,"+33 2 38 63 13 85",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.843919699975,1.9327329
160,Sluurpit,,,,0,,,,,,,,,,,,"+33 9 61 69 12 74",https://sluurpit.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899469799962,1.8788792
161,"Solo Palma Coffee House",,,"Tu-Sa 09:00-18:00",0,,,,,,,,,,,84156744900019,,https://solopalma.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899309499962,1.9067548
162,"Paul et Juliette",,,"Mo-Tu 12:00-13:30,19:00-22:30; Th-Sa 12:00-13:30,19:00-22:30",,,,,,,,,,,,85261622600035,"+33 2 38 53 12 21",https://www.paul-et-juliette.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899993899961,1.9081151
163,"Bonne Pioche",,,"Tu-Sa 17:00-01:00; Su 12:15, 17:00-00:00",0,,,,0,,,,,,,80945296400038,,https://www.cafebonnepioche.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900265199961,1.9102187
164,"Le 66",,,,,,,,,,,,,,,83305906600013,"+33 673845145",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900377299961,1.9117403
165,"Le Taj Mahal",,,"Mo,We-Sa 11:30-14:30, We-Sa 18:30-22:30, Tu 18:30-22:30",0,,,,,,,,,,,90168960400014,"+33 238536091",https://www.tajmahal-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900405699961,1.9121075
166,"Ô P'tit Mezzé",,,"Tu-Sa 11:30-14:00,18:30-22:00",0,,,,,,,,,,,"95331146100016;: 95331146100016","+332 38 53 43 48",https://optitmezze.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898306399962,1.9044157
167,"Troquet Royal",,,"Mo-Sa 08:30-19:00",1,,,,,,,,,,,83971501800017,"+33 983547568",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.894627399963,1.9037944
168,"Le p'tit Gavroche",,,"Tu-Sa 12:00-14:00,19:00-22:00",,,,,,,,,,,,,"+33 2 38 77 17 90",https://leptitgavroche.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900327999961,1.9122399
169,"La Datcha",,,"Tu-Sa 16:00-01:00",0,,,,,,,,,,,,"+33 6 61 84 40 70",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900108399961,1.9093625
170,"Le petit Bar de Halles",,,,,,,,,,,,,,,92205362400016,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899467699962,1.9058562
171,"Le Diabolo Menthe",,,,,,,,,,,,,,,82868876200016,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.909442599959,1.9076031
172,"Ooh my Cookie",,,"Tu-Fr 12:30-19:00; Sa 13:00-19:00",,,,,,,,,,,,92535462300017,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901956599961,1.9025993
173,L'Hibiscus,,,"Tu-Sa 12:00-13:15,20:00-21:15",0,,,,,,,,,,,81886856400027,,https://hibiscus-restaurant.com,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900237099961,1.9111616
174,"Au Bouillon",,,"Mo-Su 11:00-14:30,18:30-22:30",1,,,,1,,,120,,,,,"+33 238683595",https://aubouillon.restaurant/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899003299962,1.9068444
175,"La Civette",,,,0,,,,,,,,,,,82168374500011,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900375899961,1.9130215
176,"Les Terrasses du Bord de Loire",,,"Mo 12:00-13:45,19:30-21:30; Tu 12:00-13:45; Th-Sa 12:00-13:45,19:30-21:30; Su 12:00-13:45",1,,,,,,,70,,,,,"+33 2 38 53 45 98",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900742999961,1.931005
177,"Le Délice du Dragon d'Or",,,,,,,,,,,,,,,,"+33 2 38 53 26 59",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901802399961,1.8940645
178,"Bistro Coligny",,,"Mo-Fr 09:00-19:00",,,,,,,,,,,,75338459300012,+33238533943,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.914767899958,1.8999233
179,L'Etage,,,"Tu-Sa 12:00-14:30,19:00-22:00",0,,,,,,,,,,,81047945100017,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898310499962,1.9049024
180,"La Station",,,,0,,,,,,,,,,,80286337300014,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901482499961,1.9030445
181,"Lordberry Coffeeshop",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.915693399958,1.9006097
182,"Le Vieux Comptoir",,,"Tu-Sa 17:00-02:00",,,,,,,,,,,,51497902000013,+33952178308,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900307499961,1.9105097
183,"Quick & Cool",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.902962499961,1.895903
184,O'Comptoir,,,,,,,,,,,,,,,98404480000014,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901915099961,1.924052
185,"O délices des Cimes",,,"12:00-14:30,19:00-22:30",,,,,1,wlan,,,,,,83940447200038,"+33 2 38 53 30 24",https://odelicesdescimes.eatbu.com/?lang=fr,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899116499962,1.9088674
186,"Brasserie de l'Indien",,,,,,,,,,,,,,,89466346700021,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.840213799975,1.9347403
187,"Fast Burger",,,"Mo-Th 11:00-14:00,18:00-24:00, Fr 11:00-13:00,18:00-01:00, Su 18:00-24:00",0,,,,,,,,,,,90251737400010,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899929099961,1.9072421
188,"Le Chafouin",,,"Mo 18:30-22:00",,,,,,,,,,,,,,https://le108.org,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900663799961,1.9136189
189,Canotto,,,"Mo-Th 12:00-14:00,19:00-22:00; Fr 12:00-14:00,19:00-22:30; Sa 12:00-14:30,19:00-22:30",,,,,,,,,,,,97985794300018,+33238542095,https://canotto.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900506699961,1.9060323
190,"La Concurrence",,,"Mo-We 12:00-15:00, Th-Sa 12:00-01:00, Su 11:30-21:00",,,,,,,,,,,,85160771300019,+33238437560,https://www.laconcurrence-cafe-bistrot.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898272199962,1.9094358
191,"Restaurant administratif",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.914804499958,1.8964116
192,"Le Dundee",,,"Mo-Sa 11:30-14:00",,,,,,,,70,,,,,,https://www.crous-orleans-tours.fr/restaurant/le-dundee-2/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.843775099975,1.9328695
193,L'Orangerie,,,"Mo-Fr 08:00-15:00; Sa 11:30-15:00",,,,,,,,,,,,79433824400021,"+33 238624389",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901581699961,1.9078356
194,O'Chicken,,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900280099961,1.91177
195,"Chez Mian",,,"We-Sa 12:00-14:00,19:00-22:00; Tu 19:00-22:30; Mo 09:00-17:00; Su 19:00-22:30",0,,,,,,,,,,,84289986600011,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900263599961,1.9115209
196,O'Tacos,,O'Tacos,,0,,,,1,,,,,,Q28494040,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90615479996,1.8899903
197,L'Essentiel,,,"Mo-Tu 12:00-14:00; We-Fr 12:00-14:00,19:30-21:30",,,,,,,,,,,,91430616200019,"+33 649737753",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90402649996,1.9053202
198,"Pizzeria 4 Saisons",,,"Mo-Su 18:00-24:00",,,,,,,,,,,,48270696700015,"+33 238420394",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900413899961,1.9135464
199,"Atelier bricolage - L'Arcanderie",,,,,,,,,,,,,,,92295199100012,,https://www.facebook.com/atelierbricolagecollaboratiforleans,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900555999961,1.9138035
200,"Columbus Café & Co",,"Columbus Café & Co","Mo-Fr 08:00-19:00; Sa 09:30-19:00",1,,,,1,,,,,,Q2984582,41382435000016,"+33 2 38 83 21 16",https://www.columbuscafe.com/boutique/orleans-place-du-martrois/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.902204199961,1.9031302
201,"Côté Sushi",,"Côté Sushi",,,,,,1,,,,,,Q130731390,,"+33 252565960",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90521059996,1.9045264
202,"Cafétéria Le Bistrot de l'étudiant","CROUS Orléans-Tours",,"Mo-Fr 08:30-16:00",,,,,,,,124,,,,,,https://www.crous-orleans-tours.fr/restaurant/le-bistrot/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.843003199975,1.9357882
203,"L'orchidée Chiang Maï",,,,0,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899754599961,1.9077829
204,"Tante Jeanne",,,"Tu-Sa 09:15-19:00",0,,,,,,,,,,,91421939900021,"+33 238540882",https://www.facebook.com/tantejeanne45/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.903769699961,1.9036472
205,"Le Dropkick Bar",,,"Mo 17:00-00:00; Tu-We 17:00-01:00; Th-Fr 16:00-01:00; Sa 14:00-01:00",,,,,,,,,,,,82093594800019,"+33 2 38 15 93 58",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899324399962,1.9059735
206,O'Grilo,,,"Mo-Tu 11:30-14:00; We-Su 11:30-14:00,19:00-22:00",,,,,1,wlan,,,,,,80821678200025,+33980653002,https://ogrilo.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.888079999964,1.8948448
207,"Salon De The Cocktails Narguité",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.877880699967,1.9096779
208,"Chez Dionysos",,,"Tu-Sa 12:00-14:00,19:00-22:00",,,,,0,,,,,,,79886848500011,"+33 2 38 53 71 12",https://www.chezdionysos.fr/,,0,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900351299961,1.9037317
209,"Gokuki coffee shop",,,"Tu-Sa 11:00-19:00",,,,,,,,,,,,,"+332 19 00 39 30",http://gokuki.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899112999962,1.9037087
210,"Le Petit Gone",,,"Mo-Su 09:00-22:00",,,,,,,,60,,,,49487637800014,+33662067802,https://lepetitgone.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90522599996,1.8967029
211,O'Delices,,,,,,,,,,,,,,,93039959700010,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.911567999959,1.9154029
212,"Bar la Ville de Chartres",,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.918282299957,1.8988777
213,Moustache,,,,,,,,,,,,,,,95085937100011,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901973699961,1.9031998
214,"Le Gaulois",,,"Mo 18:30-22:30; Tu-Sa 11:45-14:00,18:30-22:30",,,,,,,,,,,,49232817400023,"+33 238532992",https://www.restaurant-gastronomique-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900418299961,1.9123286
215,"La Chopine",,,"Tu-Sa 18:00-01:00",,,,,,,,,,,,88106921500013,"+33 238 84 21 06",https://lachopine.fr/notre-carte/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900625599961,1.9066491
216,"Sandwicherie du Pont Royal",,,,,,,,,,,,,,,85057084700010,"+33 238491521",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.894646599963,1.9034758
217,"Ramen House",,,"Mo-Sa 11:30-14:30,18:30-22:30",,,,,,,,,,,,88120771600013,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.903618299961,1.9034171
218,"American Food",,,"Tu-Sa 11:30-14:30,19:00-23:00; Su,Mo 19:00-23:00",,,,,1,,,,,,,83216755500032,+33984307405,https://www.af-orleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899483099962,1.9065426
219,"Thai Food Orléans",,,"Mo-Sa 11:30-14:00, 18:30-22:00; Su 18:30-22:00",,,,,,,,,,,,84011059700019,"+33 9 52 38 47 37",https://thaifoodorleans.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901345199961,1.921477
220,"Cat's Eyes",,,"Tu-Sa 11:30-19:00",,,,,,,,,,,,90143781400014,"+332 38 73 20 78",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901107499961,1.9048803
221,"La Petite Saison",,,"Mo-Su 12:00-14:00,18:30-22:00",0,1,,1,1,,,,0,,,88372439500016,"+33  2 38 70 07 80",https://petitesaison.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901602199961,1.9030293
222,Starbucks,,Starbucks,"Mo-Fr 08:00-20:00; Sa 08:30-20:00; Su 08:30-12:30",,,,,1,,,,,,Q37158,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90691769996,1.9054786
223,"La Chancellerie",,,"Mo-Su 11:30-23:00",1,,,,,,,,,Q22944554,,53239595100017,"+33 238535754",https://www.restaurant-lachancellerie.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.902040299961,1.9037326
224,"French Coffee Shop",,,"Mo 13:30-19:00; Tu 12:00-19:00; We-Fr 09:30-19:00; Sa 09:30-20:00",1,,,0,,,,,,,,80074795800018,,https://frenchcoffeeshop.com/shop/orleans,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900699699961,1.9063256
225,"Food truck",,,"Mo-Fr 12:00-14:00",,,,,,,,,0,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.893285099963,1.8947951
226,"Restaurant Angkor",,,"Mo-Sa 12:00-14:00,19:00-22:00",0,,,,,,,,,,,52271026800023,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900263099961,1.9092627
227,Paul,,Paul,,,,,,,,,,,,Q3370417,,"+33 2 38 52 12 10",https://www.paul.fr/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.90811909996,1.9064113
228,C'festin,,,"Mo-Fr 09:00-15:00,18:00-22:30",,,,,,,,,,,,45202793100040,"+33 238779575",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.919474399957,1.9192349
229,"El Djazair",,,,,,,,,,,,,,,,,http://www.eldjazairrestaurant.fr,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900412899961,1.9133197
230,Afro'Centre,,,,,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900708399961,1.9170397
231,Paxton's,,,,0,,,,,,,,,,,32234538000024,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.900009499961,1.9072391
232,"Restaurant Universitaire Guignebaud",,,"Mo-We 11:30-14:00; Th,Fr 11:30-13:30",,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.898895899962,1.9126164
233,"L'Atelier Papilles",,,"Mo-Su 06:30-20:00",,,,,,,,,,,,,,https://latelier-papilles.com/,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.889101799964,1.89642
234,"Le bistrot de la Croix Morin",,,"Mo-Fr 08:00-18:00; Sa 10:00-14:00",,,,,,,,,,,,80413415300027,"+33 2 36 47 16 47",,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.901964099961,1.897445
235,"Greenwich Café",,,"Tu-Sa 10:00-19:00",,,,,,,,,,,,,,,,,45234,Orléans,"Centre-Val de Loire",24,Loiret,45,Orléans,45234,47.899102499962,1.9035354
